_id,Timeseries,Prov,OCCUPATION,Labour force,Employed,Unemployed,Unemployment rate
580,1994,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,406.2,355.5,50.7,12.5
581,1994,Quebec, Unclassified,159.4,-,159.4,100
582,1994,Ontario,"Total, all occupations - All skills level",5548.2,5013.6,534.6,9.6
583,1994,Ontario, Management,588.3,570,18.3,3.1
584,1994,Ontario,Professional: occupations usually require university education,854.7,831.3,23.4,2.7
585,1994,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1630.1,1537.9,92.2,5.7
586,1994,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1627.1,1506.4,120.8,7.4
587,1994,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,638.3,568.1,70.2,11
588,1994,Ontario, Unclassified,209.6,-,209.6,100
589,1994,Manitoba,"Total, all occupations - All skills level",556.3,507.7,48.7,8.8
590,1994,Manitoba, Management,73.2,71.7,1.5,2
591,1994,Manitoba,Professional: occupations usually require university education,69.2,66.7,2.6,3.8
592,1994,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,159.5,149.9,9.7,6.1
593,1994,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,174,161.7,12.3,7.1
594,1994,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,65.2,57.8,7.5,11.5
595,1994,Manitoba, Unclassified,15.1,-,15.1,100
596,1994,Saskatchewan,"Total, all occupations - All skills level",488,454.5,33.5,6.9
597,1994,Saskatchewan, Management,99,97.9,1.1,1.1
598,1994,Saskatchewan,Professional: occupations usually require university education,57.8,55.8,2,3.5
599,1994,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,131.8,124.2,7.7,5.8
600,1994,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,137,128.5,8.6,6.3
601,1994,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,52.9,48.1,4.8,9.1
602,1994,Saskatchewan, Unclassified,9.4,-,9.4,100
603,1994,Alberta,"Total, all occupations - All skills level",1452.2,1324.5,127.7,8.8
604,1994,Alberta, Management,186.6,181.6,4.9,2.6
605,1994,Alberta,Professional: occupations usually require university education,207.8,200.7,7.1,3.4
606,1994,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,465.3,432.1,33.2,7.1
607,1994,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,383.9,355.7,28.2,7.3
608,1994,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,173.8,154.3,19.4,11.2
609,1994,Alberta, Unclassified,34.9,-,34.9,100
610,1994,British Columbia,"Total, all occupations - All skills level",1918.4,1743.2,175.2,9.1
611,1994,British Columbia, Management,195.5,188.2,7.3,3.7
612,1994,British Columbia,Professional: occupations usually require university education,274.6,266.7,7.9,2.9
613,1994,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,596.4,557.9,38.4,6.4
614,1994,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,571.7,531.3,40.4,7.1
615,1994,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,230.8,199.1,31.6,13.7
616,1994,British Columbia, Unclassified,49.5,-,49.5,100
617,1995,Canada,"Total, all occupations - All skills level",14689.2,13295.4,1393.8,9.5
618,1995,Canada, Management,1654.3,1606.9,47.4,2.9
619,1995,Canada,Professional: occupations usually require university education,2153.9,2084.3,69.6,3.2
620,1995,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,4452,4176,275.9,6.2
621,1995,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,4235.2,3908.9,326.3,7.7
622,1995,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1718.9,1519.2,199.7,11.6
623,1995,Canada, Unclassified,475,-,475,100
624,1995,Newfoundland and Labrador,"Total, all occupations - All skills level",237.1,194.4,42.7,18
625,1995,Newfoundland and Labrador, Management,18.6,17.7,0.9,4.8
626,1995,Newfoundland and Labrador,Professional: occupations usually require university education,31.7,29.9,1.8,5.7
627,1995,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,73.5,65.7,7.8,10.6
628,1995,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,66.1,56.8,9.3,14.1
629,1995,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,31.1,24.3,6.7,21.5
630,1995,Newfoundland and Labrador, Unclassified,16.2,-,16.2,100
631,1995,Prince Edward Island,"Total, all occupations - All skills level",67.1,57.2,9.9,14.8
632,1995,Prince Edward Island, Management,6.9,6.6,0.3,4.3
633,1995,Prince Edward Island,Professional: occupations usually require university education,8.3,8,0.3,3.6
634,1995,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,19.9,17.7,2.2,11.1
635,1995,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,19.6,16.5,3.1,15.8
636,1995,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,10.8,8.4,2.4,22.2
637,1995,Prince Edward Island, Unclassified,1.6,-,1.6,100
638,1995,Nova Scotia,"Total, all occupations - All skills level",427.9,375.9,52,12.2
639,1995,Nova Scotia, Management,38.5,36.9,1.6,4.2
640,1995,Nova Scotia,Professional: occupations usually require university education,56,54,2,3.6
641,1995,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,133.1,122.1,10.9,8.2
642,1995,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,127.4,113.3,14.2,11.1
643,1995,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,58.4,49.6,8.8,15.1
644,1995,Nova Scotia, Unclassified,14.6,-,14.6,100
645,1995,New Brunswick,"Total, all occupations - All skills level",347.2,307.5,39.7,11.4
646,1995,New Brunswick, Management,31.2,30.1,1,3.2
647,1995,New Brunswick,Professional: occupations usually require university education,42.6,40.9,1.6,3.8
648,1995,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,109.1,99.9,9.2,8.4
649,1995,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,100.3,90.3,10,10
650,1995,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,53.8,46.2,7.6,14.1
651,1995,New Brunswick, Unclassified,10.3,-,10.3,100
652,1995,Quebec,"Total, all occupations - All skills level",3540.9,3135.3,405.6,11.5
653,1995,Quebec, Management,368.2,354.3,14,3.8
654,1995,Quebec,Professional: occupations usually require university education,536.5,516.9,19.6,3.7
655,1995,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1076.8,995.8,81,7.5
656,1995,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1004.3,910.4,93.9,9.3
657,1995,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,412.3,357.9,54.3,13.2
658,1995,Quebec, Unclassified,142.9,-,142.9,100
659,1995,Ontario,"Total, all occupations - All skills level",5589.1,5100,489,8.7
660,1995,Ontario, Management,621.4,605.3,16.1,2.6
661,1995,Ontario,Professional: occupations usually require university education,862.1,837.7,24.4,2.8
662,1995,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1634.1,1548.7,85.4,5.2
663,1995,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1641.1,1534.2,106.9,6.5
664,1995,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,637.9,574.1,63.8,10
665,1995,Ontario, Unclassified,192.4,-,192.4,100
666,1995,Manitoba,"Total, all occupations - All skills level",556.9,516.5,40.4,7.3
667,1995,Manitoba, Management,74.5,73.2,1.3,1.7
668,1995,Manitoba,Professional: occupations usually require university education,74.7,72.1,2.6,3.5
669,1995,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,159.5,152.1,7.4,4.6
670,1995,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,170.6,159.5,11.1,6.5
671,1995,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,65.8,59.7,6.1,9.3
672,1995,Manitoba, Unclassified,11.9,-,11.9,100
673,1995,Saskatchewan,"Total, all occupations - All skills level",491.1,458,33.1,6.7
674,1995,Saskatchewan, Management,95.8,94.7,1.1,1.1
675,1995,Saskatchewan,Professional: occupations usually require university education,59.1,57.6,1.5,2.5
676,1995,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,134.9,128.2,6.8,5
677,1995,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,135.4,126.8,8.6,6.4
678,1995,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,56.4,50.8,5.6,9.9
679,1995,Saskatchewan, Unclassified,9.4,-,9.4,100
680,1995,Alberta,"Total, all occupations - All skills level",1480.8,1364.9,116,7.8
681,1995,Alberta, Management,203.5,198.3,5.2,2.6
682,1995,Alberta,Professional: occupations usually require university education,206.3,199.6,6.6,3.2
683,1995,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,484.1,455.9,28.3,5.8
684,1995,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,389.2,360.8,28.4,7.3
685,1995,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,169.5,150.3,19.2,11.3
686,1995,Alberta, Unclassified,28.1,-,28.1,100
687,1995,British Columbia,"Total, all occupations - All skills level",1950.9,1785.6,165.4,8.5
688,1995,British Columbia, Management,195.6,189.8,5.8,3
689,1995,British Columbia,Professional: occupations usually require university education,276.6,267.4,9.1,3.3
690,1995,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,627,590,37,5.9
691,1995,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,581.2,540.4,40.9,7
692,1995,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,223,198,24.9,11.2
693,1995,British Columbia, Unclassified,47.6,-,47.6,100
694,1996,Canada,"Total, all occupations - All skills level",14848.5,13420.1,1428.4,9.6
695,1996,Canada, Management,1655.8,1610.5,45.3,2.7
696,1996,Canada,Professional: occupations usually require university education,2107.6,2041.5,66.1,3.1
697,1996,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,4531.7,4251.5,280.2,6.2
698,1996,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,4310.5,3976.4,334,7.7
699,1996,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1741.1,1540.1,201,11.5
700,1996,Canada, Unclassified,501.8,-,501.8,100
701,1996,Newfoundland and Labrador,"Total, all occupations - All skills level",232.9,188.8,44.1,18.9
702,1996,Newfoundland and Labrador, Management,19.8,18.8,0.9,4.5
703,1996,Newfoundland and Labrador,Professional: occupations usually require university education,30.5,28.5,2,6.6
704,1996,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,71.6,62,9.6,13.4
705,1996,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,65,54.9,10.2,15.7
706,1996,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,30.5,24.6,5.9,19.3
707,1996,Newfoundland and Labrador, Unclassified,15.5,-,15.5,100
708,1996,Prince Edward Island,"Total, all occupations - All skills level",69,58.8,10.1,14.6
709,1996,Prince Edward Island, Management,7.3,7.1,0.2,2.7
710,1996,Prince Edward Island,Professional: occupations usually require university education,7.9,7.4,0.5,6.3
711,1996,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,22,19.6,2.3,10.5
712,1996,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,20,16.8,3.2,16
713,1996,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,10.4,7.9,2.4,23.1
714,1996,Prince Edward Island, Unclassified,1.5,-,1.5,100
715,1996,Nova Scotia,"Total, all occupations - All skills level",430.1,376.8,53.3,12.4
716,1996,Nova Scotia, Management,39.9,38.3,1.6,4
717,1996,Nova Scotia,Professional: occupations usually require university education,54.6,51.9,2.7,4.9
718,1996,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,136.4,125.3,11.1,8.1
719,1996,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,125.2,112,13.2,10.5
720,1996,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,58.1,49.3,8.8,15.1
721,1996,Nova Scotia, Unclassified,15.9,-,15.9,100
722,1996,New Brunswick,"Total, all occupations - All skills level",346,305.8,40.2,11.6
723,1996,New Brunswick, Management,31.2,30.4,0.9,2.9
724,1996,New Brunswick,Professional: occupations usually require university education,43.7,42.4,1.4,3.2
725,1996,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,110.7,101.1,9.6,8.7
726,1996,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,99.9,90.1,9.8,9.8
727,1996,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,50.2,41.9,8.3,16.5
728,1996,New Brunswick, Unclassified,10.3,-,10.3,100
729,1996,Quebec,"Total, all occupations - All skills level",3552.3,3132.7,419.6,11.8
730,1996,Quebec, Management,366,354.5,11.5,3.1
731,1996,Quebec,Professional: occupations usually require university education,520.9,501.7,19.1,3.7
732,1996,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1089.2,1005.9,83.3,7.6
733,1996,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1012.1,917.2,94.8,9.4
734,1996,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,407.4,353.4,54,13.3
735,1996,Quebec, Unclassified,156.8,-,156.8,100
736,1996,Ontario,"Total, all occupations - All skills level",5678.2,5165.9,512.3,9
737,1996,Ontario, Management,615.7,598,17.7,2.9
738,1996,Ontario,Professional: occupations usually require university education,843.4,818.5,24.8,2.9
739,1996,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1665.6,1576.5,89,5.3
740,1996,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1691.8,1574.9,116.9,6.9
741,1996,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,661.7,597.9,63.9,9.7
742,1996,Ontario, Unclassified,199.9,-,199.9,100
743,1996,Manitoba,"Total, all occupations - All skills level",558.1,517.7,40.4,7.2
744,1996,Manitoba, Management,74.4,73.4,1,1.3
745,1996,Manitoba,Professional: occupations usually require university education,73.4,71.5,1.9,2.6
746,1996,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,159.9,152.8,7.1,4.4
747,1996,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,171.8,160.5,11.3,6.6
748,1996,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,66.1,59.4,6.7,10.1
749,1996,Manitoba, Unclassified,12.4,-,12.4,100
750,1996,Saskatchewan,"Total, all occupations - All skills level",486.7,454.6,32.1,6.6
751,1996,Saskatchewan, Management,93.6,92.7,0.9,1
752,1996,Saskatchewan,Professional: occupations usually require university education,57.2,55.7,1.5,2.6
753,1996,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,138.4,132,6.4,4.6
754,1996,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,133,125.2,7.8,5.9
755,1996,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,54.3,49.1,5.3,9.8
756,1996,Saskatchewan, Unclassified,10.2,-,10.2,100
757,1996,Alberta,"Total, all occupations - All skills level",1509.4,1405.6,103.8,6.9
758,1996,Alberta, Management,201.2,197.2,4,2
759,1996,Alberta,Professional: occupations usually require university education,203.6,198.4,5.2,2.6
760,1996,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,495.3,469.5,25.8,5.2
761,1996,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,409.5,382.5,27,6.6
762,1996,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,175.2,157.9,17.3,9.9
763,1996,Alberta, Unclassified,24.6,-,24.6,100
764,1996,British Columbia,"Total, all occupations - All skills level",1985.9,1813.4,172.4,8.7
765,1996,British Columbia, Management,206.7,200.1,6.6,3.2
766,1996,British Columbia,Professional: occupations usually require university education,272.4,265.4,7,2.6
767,1996,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,642.8,606.9,35.9,5.6
768,1996,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,582.1,542.4,39.8,6.8
769,1996,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,227.1,198.7,28.4,12.5
770,1996,British Columbia, Unclassified,54.7,-,54.7,100
771,1997,Canada,"Total, all occupations - All skills level",15080.6,13708.2,1372.4,9.1
772,1997,Canada, Management,1667.5,1626.6,40.8,2.4
773,1997,Canada,Professional: occupations usually require university education,2235.7,2174.4,61.3,2.7
774,1997,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,4539.6,4293.6,246,5.4
775,1997,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,4364.5,4058.3,306.1,7
776,1997,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1744.8,1555.2,189.5,10.9
777,1997,Canada, Unclassified,528.5,-,528.5,100
778,1997,Newfoundland and Labrador,"Total, all occupations - All skills level",231.6,189.6,42,18.1
779,1997,Newfoundland and Labrador, Management,18.1,17.2,1,5.5
780,1997,Newfoundland and Labrador,Professional: occupations usually require university education,31.2,29.9,1.3,4.2
781,1997,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,71.6,62.7,9,12.6
782,1997,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,63.8,54.4,9.4,14.7
783,1997,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,31.6,25.5,6.1,19.3
784,1997,Newfoundland and Labrador, Unclassified,15.3,-,15.3,100
785,1997,Prince Edward Island,"Total, all occupations - All skills level",69.2,58.6,10.6,15.3
786,1997,Prince Edward Island, Management,6.8,6.6,0.2,2.9
787,1997,Prince Edward Island,Professional: occupations usually require university education,8.5,8.2,0.3,3.5
788,1997,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,20.8,18.3,2.5,12
789,1997,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,20.8,17.2,3.6,17.3
790,1997,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11,8.4,2.6,23.6
791,1997,Prince Edward Island, Unclassified,1.3,-,1.3,100
792,1997,Nova Scotia,"Total, all occupations - All skills level",434.9,382.3,52.6,12.1
793,1997,Nova Scotia, Management,39.2,37.7,1.5,3.8
794,1997,Nova Scotia,Professional: occupations usually require university education,57.6,55.4,2.2,3.8
795,1997,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,138.1,126.9,11.2,8.1
796,1997,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,125.3,112.8,12.5,10
797,1997,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,58.1,49.5,8.7,15
798,1997,Nova Scotia, Unclassified,16.5,-,16.5,100
799,1997,New Brunswick,"Total, all occupations - All skills level",354.9,310.1,44.8,12.6
800,1997,New Brunswick, Management,29.9,29,0.9,3
801,1997,New Brunswick,Professional: occupations usually require university education,45.4,43.4,2,4.4
802,1997,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,109.2,99.4,9.8,9
803,1997,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,106.5,94.8,11.7,11
804,1997,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,52.8,43.5,9.3,17.6
805,1997,New Brunswick, Unclassified,11.1,-,11.1,100
806,1997,Quebec,"Total, all occupations - All skills level",3583.6,3174.5,409,11.4
807,1997,Quebec, Management,371.3,359.8,11.5,3.1
808,1997,Quebec,Professional: occupations usually require university education,552.3,534.4,17.9,3.2
809,1997,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1070.7,997.7,73,6.8
810,1997,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1012.5,925.6,86.9,8.6
811,1997,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,405.3,357.1,48.2,11.9
812,1997,Quebec, Unclassified,171.6,-,171.6,100
813,1997,Ontario,"Total, all occupations - All skills level",5776.1,5290.7,485.4,8.4
814,1997,Ontario, Management,625,609.8,15.2,2.4
815,1997,Ontario,Professional: occupations usually require university education,888.2,866.2,22,2.5
816,1997,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1694.8,1617.8,77,4.5
817,1997,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1713.4,1605.5,108,6.3
818,1997,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,653.2,591.5,61.7,9.4
819,1997,Ontario, Unclassified,201.5,-,201.5,100
820,1997,Manitoba,"Total, all occupations - All skills level",561.3,524.9,36.4,6.5
821,1997,Manitoba, Management,76.8,75.6,1.2,1.6
822,1997,Manitoba,Professional: occupations usually require university education,76.2,74.3,1.9,2.5
823,1997,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,156.3,150.6,5.7,3.6
824,1997,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,174.6,164.5,10,5.7
825,1997,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,65.6,59.9,5.7,8.7
826,1997,Manitoba, Unclassified,11.8,-,11.8,100
827,1997,Saskatchewan,"Total, all occupations - All skills level",493.7,464.4,29.2,5.9
828,1997,Saskatchewan, Management,93.6,92.6,1,1.1
829,1997,Saskatchewan,Professional: occupations usually require university education,60.3,59.1,1.1,1.8
830,1997,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,139.6,134.4,5.2,3.7
831,1997,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,128.9,121.5,7.4,5.7
832,1997,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,62,56.9,5.1,8.2
833,1997,Saskatchewan, Unclassified,9.3,-,9.3,100
834,1997,Alberta,"Total, all occupations - All skills level",1543.7,1453.2,90.5,5.9
835,1997,Alberta, Management,204.6,202.2,2.4,1.2
836,1997,Alberta,Professional: occupations usually require university education,223.1,218.9,4.3,1.9
837,1997,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,500.5,479.8,20.7,4.1
838,1997,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,414.5,392.7,21.8,5.3
839,1997,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,175.7,159.6,16.1,9.2
840,1997,Alberta, Unclassified,25.3,-,25.3,100
841,1997,British Columbia,"Total, all occupations - All skills level",2031.6,1859.9,171.7,8.5
842,1997,British Columbia, Management,202.1,196.2,5.9,2.9
843,1997,British Columbia,Professional: occupations usually require university education,293,284.7,8.3,2.8
844,1997,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,638.1,606.2,31.9,5
845,1997,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,604.1,569.3,34.8,5.8
846,1997,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,229.5,203.4,26.1,11.4
847,1997,British Columbia, Unclassified,64.8,-,64.8,100
848,1998,Canada,"Total, all occupations - All skills level",15314.8,14047,1267.8,8.3
849,1998,Canada, Management,1662.9,1623.8,39.1,2.4
850,1998,Canada,Professional: occupations usually require university education,2301.8,2243.9,57.9,2.5
851,1998,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,4685.1,4447.7,237.3,5.1
852,1998,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,4421,4125.9,295.1,6.7
853,1998,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1788.4,1605.7,182.8,10.2
854,1998,Canada, Unclassified,455.7,-,455.7,100
855,1998,Newfoundland and Labrador,"Total, all occupations - All skills level",235.2,193.7,41.5,17.6
856,1998,Newfoundland and Labrador, Management,18.8,18,0.8,4.3
857,1998,Newfoundland and Labrador,Professional: occupations usually require university education,31.9,30.3,1.6,5
858,1998,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,72.5,63.6,8.8,12.1
859,1998,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,64.9,55.1,9.8,15.1
860,1998,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,33.4,26.7,6.7,20.1
861,1998,Newfoundland and Labrador, Unclassified,13.9,-,13.9,100
862,1998,Prince Edward Island,"Total, all occupations - All skills level",69.2,59.6,9.6,13.9
863,1998,Prince Edward Island, Management,7,6.8,0.2,2.9
864,1998,Prince Edward Island,Professional: occupations usually require university education,8,7.7,0.3,3.8
865,1998,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,21.1,19,2.1,10
866,1998,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,20.5,17,3.5,17.1
867,1998,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.5,9,2.5,21.7
868,1998,Prince Edward Island, Unclassified,1.1,-,1.1,100
869,1998,Nova Scotia,"Total, all occupations - All skills level",442.3,395.9,46.4,10.5
870,1998,Nova Scotia, Management,40.6,39.3,1.3,3.2
871,1998,Nova Scotia,Professional: occupations usually require university education,58.2,55.8,2.3,4
872,1998,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,136.4,127,9.4,6.9
873,1998,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,132.9,121,11.9,9
874,1998,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,60.4,52.9,7.5,12.4
875,1998,Nova Scotia, Unclassified,13.8,-,13.8,100
876,1998,New Brunswick,"Total, all occupations - All skills level",359.9,316.1,43.8,12.2
877,1998,New Brunswick, Management,30,28.9,1.1,3.7
878,1998,New Brunswick,Professional: occupations usually require university education,46.2,44.5,1.7,3.7
879,1998,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,113.5,103.4,10.1,8.9
880,1998,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,106.9,95.5,11.4,10.7
881,1998,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,52.5,43.9,8.6,16.4
882,1998,New Brunswick, Unclassified,10.8,-,10.8,100
883,1998,Quebec,"Total, all occupations - All skills level",3632.4,3257.7,374.6,10.3
884,1998,Quebec, Management,345.4,335.9,9.5,2.8
885,1998,Quebec,Professional: occupations usually require university education,580.2,563.5,16.7,2.9
886,1998,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1102.1,1037.2,64.8,5.9
887,1998,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1030.4,946.2,84.2,8.2
888,1998,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,421.9,374.9,47,11.1
889,1998,Quebec, Unclassified,152.4,-,152.4,100
890,1998,Ontario,"Total, all occupations - All skills level",5876.4,5453.9,422.5,7.2
891,1998,Ontario, Management,623.6,608.5,15,2.4
892,1998,Ontario,Professional: occupations usually require university education,913.7,895.9,17.8,1.9
893,1998,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1749.9,1678,71.8,4.1
894,1998,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1760.6,1662.1,98.5,5.6
895,1998,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,663.5,609.3,54.2,8.2
896,1998,Ontario, Unclassified,165.3,-,165.3,100
897,1998,Manitoba,"Total, all occupations - All skills level",566.1,534.8,31.3,5.5
898,1998,Manitoba, Management,77.3,76.5,0.9,1.2
899,1998,Manitoba,Professional: occupations usually require university education,75,73.1,1.8,2.4
900,1998,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,167.1,161.3,5.8,3.5
901,1998,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,171.7,164.1,7.6,4.4
